book_id,books_count,authors,original_publication_year,title,average_rating,ratings_count
5959,17,Rita Williams-Garcia,2010.0,"One Crazy Summer (Gaither Sisters, #1)",3.95,18913
5967,49,"Blue Balliett, Brett Helquist",2004.0,"Chasing Vermeer (Chasing Vermeer, #1)",3.71,22167
5974,10,Kiera Cass,2014.0,"The Queen (The Selection, #0.4)",3.93,22362
5981,18,Sarah Rees Brennan,2012.0,"Unspoken (The Lynburn Legacy, #1)",3.85,22927
5985,19,Kelley Armstrong,2012.0,"The Calling (Darkness Rising, #2)",4.1,25930
5989,10,Jessica Day George,2009.0,"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",3.92,26804
5997,14,Jennifer Echols,2010.0,Forget You,3.79,24334
6009,23,Megan Whalen Turner,2006.0,"The King of Attolia (The Queen's Thief, #3)",4.37,22724
6010,31,"Ridley Pearson, David Frankland",2004.0,"Disney after Dark (Kingdom Keepers, #1)",3.91,18193
6014,46,V.C. Andrews,1982.0,"My Sweet Audrina (Audrina, #1)",3.92,18549
6031,44,Craig Silvey,2009.0,Jasper Jones,4.06,12680
6034,16,Nina LaCour,2009.0,Hold Still,3.99,16238
6040,55,Jonathan Stroud,2013.0,"The Screaming Staircase (Lockwood & Co., #1)",4.19,15446
6051,27,Ally Carter,2013.0,"United We Spy (Gallagher Girls, #6)",4.44,22902
6053,58,Anthony Horowitz,2005.0,"Raven's Gate (The Gatekeepers, #1)",3.9,18247
6056,21,Melissa de la Cruz,2010.0,"Bloody Valentine (Blue Bloods, #5.5)",3.98,19903
6086,28,Ellen Schreiber,2006.0,"Vampireville (Vampire Kisses, #3)",3.92,21676
6122,47,Louise Rennison,2002.0,"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)",4.01,18451
6124,19,Julie Anne Peters,2004.0,Luna,3.86,17859
6133,36,D.J. MacHale,2003.0,"The Reality Bug (Pendragon, #4)",4.15,19049
6164,16,Margaret Peterson Haddix,2002.0,"Among the Betrayed (Shadow Children, #3)",4.06,19964
6175,49,Darren Shan,2002.0,"The Lake of Souls (Cirque Du Freak, #10)",4.19,16803
6182,52,V.C. Andrews,1985.0,"Heaven (Casteel, #1)",4.01,17289
6183,27,Jenny Nimmo,2006.0,"Charlie Bone and the Hidden King (The Children of the Red King, #5)",3.98,18899
6201,79,Meg Cabot,2006.0,"Princess in Training (The Princess Diaries, #6)",3.7,23199
6209,34,Elizabeth Eulberg,2010.0,"The Lonely Hearts Club (The Lonely Hearts Club, #1)",3.83,18208
6214,8,Veronica Roth,2012.0,"The Divergent Series 2-Book Collection (Divergent, #1-2)",4.56,12490
6226,20,Andrew  Smith,2013.0,"Winger (Winger, #1)",4.08,18596
6230,72,Melvin Burgess,1996.0,Smack,3.87,11971
6233,37,Jenny Nimmo,2003.0,"Charlie Bone and the Time Twister (The Children of the Red King, #2)",3.88,18374
6235,33,Jenny Nimmo,2004.0,"Charlie Bone and the Invisible Boy (The Children of the Red King, #3)",3.89,19080
6239,14,Ellen Schreiber,2009.0,"Royal Blood (Vampire Kisses, #6)",4.09,20049
6244,13,Jessica Day George,2006.0,"Dragon Slippers (Dragon Slippers, #1)",4.22,20916
6248,39,Lisa McMann,2010.0,"Gone (Wake, #3)",3.72,24393
6263,22,S.A. Bodeen,2008.0,"The Compound (The Compound, #1)",3.87,17687
6266,22,Kimberly Derting,2011.0,"The Pledge (The Pledge, #1)",3.8,25322
6270,19,Dan Wells,2013.0,"Fragments (Partials Sequence, #2)",4.12,19108
6275,24,Charlie Higson,2009.0,"The Enemy (The Enemy, #1)",4.08,12531
6279,44,Kenneth Oppel,2004.0,"Airborn (Matt Cruse, #1)",4.16,18717
6282,38,"Colin Meloy, Carson Ellis",2011.0,"Wildwood (Wildwood Chronicles, #1)",3.63,18770
6296,8,Sherwood Smith,1997.0,Crown Duel (Crown & Court #1-2),4.19,19546
6301,32,Ilsa J. Bick,2011.0,"Ashes (Ashes Trilogy, #1)",3.94,19532
6308,66,"Michelle Paver, Geoff Taylor",2004.0,"Wolf Brother (Chronicles of Ancient Darkness, #1)",4.15,15673
6332,30,Heather Brewer,2009.0,"Tenth Grade Bleeds (The Chronicles of Vladimir Tod, #3)",4.24,17579
6350,26,"Dave Barry, Ridley Pearson, Greg Call",2007.0,"Peter and the Secret of Rundoon (Peter and the Starcatchers, #3)",4.16,18570
6368,27,Tamora Pierce,1998.0,"Daja's Book (Circle of Magic, #3)",4.06,22695
6374,23,Tamora Pierce,1999.0,"Briar's Book (Circle of Magic, #4)",4.14,23152
6387,2,L.J. Smith,1997.0,"The Forbidden Game (The Forbidden Game, #1-3)",4.19,18443
6388,6,Elizabeth Scott,2008.0,Perfect You,3.7,20858
6391,47,Cecily von Ziegesar,2004.0,"You're the One That I Want (Gossip Girl, #6)",3.71,16643
6396,39,Alison Croggon,2002.0,"The Naming (The Books of Pellinor, #1)",4.0,19214
6402,59,Cecily von Ziegesar,2002.0,"You Know You Love Me (Gossip Girl, #2)",3.53,18052
6421,61,Lauren Kate,2013.0,"Teardrop (Teardrop, #1)",3.65,18998
6429,4,Carolyn Keene,,Nancy Drew: #1-64,4.19,16743
6433,18,Brigid Kemmerer,2012.0,"Storm (Elemental, #1)",3.96,21281
6434,12,Maureen Johnson,2011.0,"The Last Little Blue Envelope (Little Blue Envelope, #2)",3.86,19275
6448,33,Garth Nix,2004.0,"Grim Tuesday (The Keys to the Kingdom, #2)",3.86,19133
6466,28,Leila Sales,2013.0,This Song Will Save Your Life,3.95,19947
6470,28,"Jenny Han, Siobhan Vivian",2012.0,"Burn for Burn (Burn for Burn, #1)",3.87,18772
6478,10,Tahereh Mafi,2013.0,"Fracture Me (Shatter Me, #2.5)",3.77,24092
6490,31,Orson Scott Card,2010.0,"Pathfinder (Pathfinder, #1)",3.98,16979
6495,16,"Jim Kjelgaard, Carl Pfeuffer",1945.0,"Big Red (Big Red, #1)",4.11,15923
6503,27,Jaclyn Moriarty,2003.0,"The Year of Secret Assignments (Ashbury/Brookfield, #2)",3.9,16357
6505,143,L.M. Montgomery,1926.0,The Blue Castle ,4.23,18190
6515,15,Kasie West,2013.0,"Pivot Point (Pivot Point, #1)",4.08,20173
6522,34,Becca Fitzpatrick,2014.0,Black Ice,3.88,17571
6531,11,L.J. Smith,2008.0,"The Initiation / The Captive Part I (The Secret Circle, #1-2)",3.96,19563
6541,44,"Joseph Delaney, Patrick  Arrasmith",2007.0,"Attack of the Fiend (The Last Apprentice / Wardstone Chronicles, #4)",4.19,14814
6550,24,Caragh M. O'Brien,2011.0,"Prized (Birthmarked, #2)",3.99,19328
6563,24,Ellen Schreiber,2005.0,"Kissing Coffins (Vampire Kisses, #2)",3.87,22124
6565,22,John Corey Whaley,2011.0,Where Things Come Back,3.81,14852
6571,41,John Flanagan,2011.0,"The Outcasts (Brotherband Chronicles, #1)",4.37,16613
6582,26,L.A. Meyer,2002.0,"Bloody Jack (Bloody Jack, #1)",4.11,19147
6608,52,Kathryn Lasky,2003.0,"The Capture (Guardians of Ga'Hoole, #1)",3.88,18830
6616,27,Neal Shusterman,2013.0,"UnSouled (Unwind, #3)",4.23,15526
6623,34,Megan Abbott,2012.0,Dare Me,3.23,15618
6624,21,Rachel Caine,2011.0,"Last Breath (The Morganville Vampires, #11)",4.32,19963
6628,29,E.D. Baker,2002.0,"The Frog Princess (Tales of the Frog Princess, #1)",3.81,22176
6635,14,Ellen Schreiber,2010.0,"Love Bites (Vampire Kisses, #7)",4.13,17707
6640,25,Garth Nix,2007.0,"Lady Friday (The Keys to the Kingdom, #5)",3.91,17675
6643,19,Wendy Mass,2008.0,Every Soul a Star,4.1,17282
6649,34,Kendare Blake,2012.0,"Girl of Nightmares (Anna, #2)",3.9,20708
6652,49,Darren Shan,2005.0,"Lord of the Shadows (Cirque Du Freak, #11)",4.22,15794
6658,62,L.J. Smith,1991.0,"The Fury (The Vampire Diaries, #3)",3.55,19911
6660,55,Harlan Coben,2011.0,"Shelter (Mickey Bolitar, #1)",3.92,9081
6666,28,Josephine Angelini,2013.0,"Goddess (Starcrossed, #3)",4.24,20589
6671,19,Robison Wells,2011.0,"Variant (Variant, #1)",3.92,18473
6674,20,Amy Efaw,2009.0,After,3.73,17238
6679,53,Julianna Baggott,2012.0,"Pure (Pure, #1)",3.74,18778
6680,20,Susane Colasanti,2010.0,Something Like Fate,3.72,17347
6683,30,Diane Duane,1983.0,"So You Want to Be a Wizard (Young Wizards, #1)",3.8,20408
6705,24,Jennifer L. Armentrout,2014.0,Don't Look Back,4.11,11499
6710,14,Wendelin Van Draanen,2011.0,The Running Dream,4.3,17061
6721,31,Anna Godbersen,2009.0,"Envy (Luxe, #3)",3.91,20432
6722,19,Ann Aguirre,2013.0,"Horde (Razorland, #3)",4.28,17422
